comment,sentiment
دايم الفرح للنادي,N
الله يديم الأفراح على نادينا الغالي,P
ان شاء الله دوم الافراح علينا يارب,P
دايم عزك كرامي,P
والله بيستاهلو أحلى شباب,P
تقبرو قلبي اييي,P
ليش ماعزمتوني,N
لازم أول لعبة بلدوري يكون الدخول مجانا بس شاطرين جمهور سلة تدخلوه مجانا,N
بالتوفيق لنادينا والله ينصرنا,P
بالتوفيق ان شاء الله للنسور,P
وأنتم بألف الف خير,P
بالتوفيق كرامة,P
بقديش بيبلش المزاد,N
ويليام غنام صار معنا,N
ياشباب سؤال لو سمحتو كل المباريات ساعة,N
شو جاهز,N
بالتوفيق للنسر الأزرق,P
أحلى كرنفال,P
ايمتا رح تنزل القائمة النهائية لفريق الرجال,N
بتوفيق لنادي اولاد خالتي,N
موفقين بس ممكن نعرف اسماء اللاعبين كامل مع الجهاز الفني,N
موفقين شبابنا,P
موفقين شباب,P
الملاحظ أن مباريات الفريق القوية في أول خمس مراحل وبشكل متتالي,N
بالتوفيق لشبابنا رجال المستقبل,P
بالتوفيق لشبابنا حلوين,P
مكفايا محن نحن مو عنا بس دكاترة معن محن بربي اي وظيفة بلبلد هيك بطلبو لدرجة لما بتتخرج بصير معك عقدة كلو بدو بنات يارب اخواتن يارب ياخدو نصيب متل يلي ببال هل ممحونين تفي عل هيك بلد,G
روووووعه بجنن,P
عنا مرصدين بالحارة يا زلمي,N
الجمعة شو رأيك نروح,N
وقت شربنا العصير,N
عندي بيت اهلي بالهلك اذا حبيت اهلا وسهلا وبدون اجار,N
خليها تسكن بالشيخ مقصود البيوت ببلاش,N
حسبي عن سؤالي وين وصلنا بهالحياة,N
تواصلو معي عالخاص انا بساعدا,N
عندي بحيان وجاهز,N
يالطيف ياااخي اسعار خياليه وشي مهو منطقي ابدا,G
ايذا حدي بدو  في,N
ليش الكذب ماجر بل ميسر البيت الف,G
بنات وعائلات حصرا,N
العنوان لوسمحت,N
اليوم رحنا والمحل هادي وكلوو تمام ياريت ماتعملو دعاية كتير منشان ماينعجق المحل ملينا من محلات زحمة وعجقة,N
شقد بحتقر كل مين بنزل هيك دعاية وبقلك خاص للبنات,G
جهزو حالكن,N
ماهر صوفي تفرج حيوان,N
يعني اذا اجو شباب بتقلعون,N
وحيدة كالقمر تروحي,N
هاد للي عملتلك عليه تاغ,N
معسلك مو من باب جنين طاول,N
ليكي الاركيلة ب,N
انشوف بعد كم سنة بتشتغل,N
ان شالله يكون هل الحكي مظبوط,N
مافي شي بس كنت بدي افرجيك الشارة,N
كم مرة نشرتو هل منشور والله عيب,G
انشالله الله يقويكن يارب,P
عراسي كلن منشانك,P
حبيبة قلبي,P
لحب ابو عماد,N
احلى عالم الله يرزقكم ويحفظكم,P
أل جزماتي حمدالله كل الفخر,P
ام يحيى جزماتي جارتيي,N
عبدالقادر جزماتي  حلب بتتشرف فيكون,P
انعم واكرم,P
احلا وأروع ام جمال,P
منور ياحبي,P
عنجد غلاظ وبايخين والفكرة انو صاروا يربوا الكلاب بس للفشخرة والبروظة مو كرمال الفكرة الاساسية يلي بيتبعوها برا,G
مجحافك مصدي,N
مراد جزماتي والله عراسي,P
عبدالله جزماتي,N
والله والنعم منهم كل الطيب والكرم والأصاله كل الموده والاحترام لعائلة الجزماتي أبومطيع وأم مطيع,P
حسام سامو فهمني,N
ممكن القصت الشهري,N
الله يوفقن ويحمين يارب,P
بالتوفيق والنجاح الدائم يارب,P
حياتي ميدو خليلي البطل الأمور,P
لك ابووس قلبو شلون صاير  الله يحميه يارب,P
كم مدة الدورة والتكلفة,N
اديه الكلفة وفينا نحضر اون لاين بسبب المواصلات السيئة,N
وشقد الدفع,N
ولو شو نافضه حالا بس من قبل حلوه ومابدا تجميل,N
السعر للشخص الواحد,N
هي رحلة شقى,N
مافي احلا من زغرين والطبيعة,P
بس العالم تشبع الخبز,N
شو بعرفك بتحب زغرين,N
بتوصلوني بطريقكن ع حمص,N
الجلوس على الطاولات,N
نحتفظ بحق الرد,N
تعودنا على القصف الإسرائيلي الاسبوعي,G
يارب لطفك البيوت عم ترج,G
لك خيو تدخل الذروة الخامسة شعب تحمل كذب لشبع من كلشي وقفت عاهي هلق حلها تدخل قبل المدارس يخرب دياركن ما اكذبكن,G
كرمال الله اذا في خبر حلو قولنا ياه بس حاج اخبار مقته,G
الغريب بلموضوع ماحدا بلعالم  عبيحكي عن كورونا ألا سوريا الوحيدة متل ولا أصابة بلعالم بس بسوريا أي شو هلقرف,G
اتفضلو عالبكي الكل معزوم,G
حسبنا الله ونعم الوكيل,G
وشو مشان موضوع انو بياخدو صورنا بالشيال وبهدود فينا,N
صحيح لكلام مليون بلمية,N
شايفه شلون لهيك انا ماببعت لامي صوري منشان ماتزعلي مني,N
و دير بالك تقلا رخي حالك يارورو,N
ما عاد ابعتلك شي,N
لا برا البلد ولا جوا البلد,N
هيك شي معلش,N
بو كناآنه  لا عاد تبعتلي صورتك حتي ما ابتزك,N
كلفة الدورة ومدتها,N
اي والله يا فروحة كلامك صح,N
اي عادي هلق منقول معاق ومجنون وكان سكران مشان كم يوم وتفض القصة واسطتو كبيرة يمكن,G
الارتخاء بكرا بالجملة,N
اي رخو حالكن,N
معاق و دكتور,G
طيب اذا الحساب وهمي كيف بده ينجح الطالبة وما بيعرف  اسمها الحقيقي,N
اغلب هالصفحات للتشهير وكمان وترويج للطائفيه وهذا واضح من بعض نمر تعليقات لاتمس للمواضيع باي صله,N
معاق وعم بدرس بجامعة  والله يلي حطو معاق اكتر منو,G
بكرا بدبر  شي واسطة ايراني من جماعة اللطميات بمشي حالوا,G
لك تلحسسو طيزي وهي من قلبي طالعة,G
هو من الاساس كان خاروف,G
القاتل ولمقتول فنار الطلبة ولدكتور ينفصلو نهائين ولعقوبة للتنين حتا يكونو عبرا لمن عتبر,G
هوة خاروف وانتخى وقلا ارخي حالك هية بس كانت عم تجاملو لانو دكتور الجامعا تبعا,N
يلا صار الحق عالطالبة  شقدكن غجرر,G
تركتو الدكتور النشح و لحقتو الطلاب,G
يعني المجلس التأديبي مختص بهادا النوع من الإعاقات وشو هادا يعني إعاقة نفسية جسدية ممكن الترجمة ولا حاطينو كبش فدا والسلام الفساد استشرا في مجتمعنا علوا تتابعوها واللي عندو شيء اتجاه الفساد يقدموا للقضاء لأن البلد بحاجة أنو تنضف,G
دكتور معاق كيف هيك,G
طالعو معو اعاقه,N
بكرا بتشوفوه طالع وعرصه مكمل شغلو وبتلاقو الطالب او الطالبه عند بيت خالتن بسبب تشويه السمعة او اي قصة بخترعو متعودين دايما,G
لك خرا عليكن وعلى هل تعليم وعلى هل جامعة اذا ماصارات متلها متل الديسكو واخرا خلصنا بقا ولو,G
ظاهر ارخي حالك بيقربك,N
لسه بتقولو مفبرك,G
كيف دكتور جامعه واعاقه جسديه ونفسية,G
هكلتو للهم رورو,N
يوسف عبدالله عجوز شوفو,N
اطيب فول عند نكمة,N
شو هالمفاجاه رحت شتريت وما تفاجئت بشي,N
موفقين كتير ان شاء الله,P
آية الرزق ان شاء الله,P
الزبون  مابيتشرف   الزبون بشرف,N
اية الرزق ان شاءلله,P
اية الرزق ان شاء الله,P
يعني مابيصير اليوم,N
